,Place ID,Place Name
302,ChIJdbRFkI5OO4gRHanpzyLeVTA,Wayne Regional Educational Service Agency
303,ChIJQ9hCnbzSJIgRTl7fSYmWiLY,Wayne State University
304,ChIJAcsbrevZJIgRdC7og_8YUj4,Wayne State University - Advanced Technology Education Center
305,ChIJASt9RcgwO4gRbcO90S54iGY,Wyandotte City School District
306,ChIJsa5MiD_PJIgRlPmwVVQ8mEA,Oakland Community College - Royal Oak Campus
307,ChIJ5zQdbqTTJIgRCZJSfvrdkyc,Detroit Public Schools
308,ChIJkfOB-Es0O4gRc8pxxW7_iFw,Ford Motor Company
309,ChIJ9XG-kUHSJIgRgZ4OUh7opSg,Hamtramck Public Schools
310,ChIJ8QwwClLeJIgRjTP0PGeB_2k,Macomb Intermediate School District
311,ChIJ46NDetjSJIgR55ZGikXmbvk,Detroit Edison Public School Academy
312,ChIJZ3zLI_XDJIgRRtm1X4WZWDg,Troy School District
313,ChIJfb5nYnEjPYgRwzc6WaQteTA,Jackson College
314,ChIJk7xKJj6dF4gRqi_WWn25Y5w,Western Michigan University Homer Stryker M.D. School of Medicine
315,ChIJ-cWiYZCdF4gRyxd1bqVr03I,West Michigan College of Barbering and Beauty
316,ChIJcQopGaXyGYgRPLS_55WNMrM,Western Theological Seminary
317,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
318,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
319,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
320,ChIJfalPrW81O4gR3kemLQ_Izpw,Henry Ford College
321,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
322,ChIJfalPrW81O4gR3kemLQ_Izpw,Henry Ford College
323,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
324,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
325,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
326,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
327,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
328,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
329,ChIJfYQrXpuaGIgROBR0T4VmskE,Montcalm Community College
330,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
331,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
332,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
333,ChIJ-SJZ9X_NJIgRd_UhqzhkN0Q,Cleary University
334,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
335,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
336,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
337,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
338,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
339,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
340,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
341,ChIJ28ENBPlGI4gRet-wPC9bSCM,Cleary University
342,ChIJ97LYRpzSJIgRdnBgFa7mKeg,A. Alfred Taubman Center For Design Education
343,ChIJ0Xf2NZTJUE0RSseavPv3cw8,Gogebic Community College Copper Country Center
344,ChIJ0Xf2NZTJUE0RSseavPv3cw8,Gogebic Community College Copper Country Center
345,ChIJz-33LMGtGYgRJJ33b8Jig5c,Compass College of Film & Media
346,ChIJ-do_bDKWJIgRlrY6WXprfvk,Marketti Beauty Supply
347,ChIJF2NjLuKtGYgRj8fuS8StdQo,GRCC Leslie E. Tassell M-TEC
348,ChIJH37wNMatGYgRKpdHJf5bQQ4,Grand Rapids Community College
349,ChIJH37wNMatGYgRKpdHJf5bQQ4,Grand Rapids Community College
350,ChIJT3Elpk5TGIgRjGyc9Yq4eGA,Kent Intermediate School District
351,ChIJN8seRSl_PIgR64WqdLvH-QY,Ottawa Hills Junior/Senior High School
352,ChIJgTnRL5-0GYgR44ws4OU6u_8,East Kentwood High School
353,ChIJ59VxHfScJYgRsIdp6lId28M,St. Clair County Community College
354,ChIJm_DmSigtO4gR33nf-vTiLDQ,Detroit Mercy Law
355,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
356,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
357,ChIJ-aWzB2TNJIgRdZ7yCNAK9jc,Henry Ford Hospital
358,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
359,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
360,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
361,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
362,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
363,ChIJ-aWzB2TNJIgRdZ7yCNAK9jc,Henry Ford Hospital
364,ChIJyzl1FXPUJIgRmRzFibNxzcQ,Wayne County Community College Eastern Campus
365,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
366,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
367,ChIJacYSXebLJIgR54xiFvu4Ink,DMC Sinai Grace Hospital
368,ChIJS9gKN8bSJIgRrcbP1H-FtMo,Children's Hospital of Michigan
369,ChIJ9T_cZcjSJIgRKXEKxElGeRY,Rehabilitation Institute of Michigan Main Campus
370,ChIJm4FN-sbSJIgR8dPJETZMLoQ,DMC Detroit Receiving Hospital
371,ChIJi82DCLjSJIgRFAtsT2EQzc0,DMC Harper University Hospital
372,ChIJ-aWzB2TNJIgRdZ7yCNAK9jc,Henry Ford Hospital
373,ChIJfVyRDly7JIgRN0Ie_tPxme0,Henry Ford West Bloomfield Hospital
374,ChIJAVka5FneJIgRH9Xts5ti3to,Henry Ford Macomb Hospital - Clinton Township
375,ChIJYaVT3gSkJIgR3W39ZsLIdd0,Detroit Medical Center Huron Valley-Sinai Hospital
376,ChIJ2TnLzbjSJIgRbMJQDRWkH8c,John D. Dingell VA Medical Center
377,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
378,ChIJ06Cx_OpJO4gR5jqXirhYtRY,"Beaumont Hospital, Taylor"
379,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
380,ChIJC_vm35SvJIgRgU3OdvQ3IIo,University of Detroit Mercy - Novi Campus
381,ChIJkawo0QTWJIgRK2SaNP_SV0Y,Ascension St. John Hospital
382,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
383,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
384,ChIJb_GQVjvMJIgRX0sz5hazau0,University of Detroit Mercy
385,ChIJkWhIP9jCJIgRl9HtffA9PRk,"Beaumont Hospital, Troy"
386,ChIJjVAhY-E0O4gRwbQseTGVWB0,Ford Motor Co
387,ChIJ0X0l9r-tGYgRKH0fEPjJRD8,Trinity Health Grand Rapids
388,ChIJVylN1FtNGIgRgqHyhtrBVp0,Calvin University
389,ChIJ-9pYRobxF4gRmn1HfhCCYp8,Davenport University
390,ChIJHSO1x7utGYgRFTLYgJsZnGc,Davenport University
391,ChIJk90iT9XTJIgRTg1QPSQVt9U,Davenport University
392,ChIJMUeG9TrSFogRg0BAmKhZfZs,Davenport University
393,ChIJHSO1x7utGYgRFTLYgJsZnGc,Davenport University
394,ChIJezkb8yndI4gRHvO86LG1MlE,Davenport University
395,ChIJa4uIFGvtGYgRhg7AsXpYmBg,Davenport University
396,ChIJG54SW9nBIogRI8jdKLiplqU,Davenport University-Lansing Campus
397,ChIJA3klWXjWI4gRX72NzcCfGdk,Davenport University - Great Lakes Bay Campus
398,ChIJwc00xv7PJIgR0WxmCcwPZ9A,Davenport University
399,ChIJA3klWXjWI4gRX72NzcCfGdk,Davenport University - Great Lakes Bay Campus
400,ChIJHSO1x7utGYgRFTLYgJsZnGc,Davenport University
401,ChIJHSO1x7utGYgRFTLYgJsZnGc,Davenport University
402,ChIJA3klWXjWI4gRX72NzcCfGdk,Davenport University - Great Lakes Bay Campus
403,ChIJG54SW9nBIogRI8jdKLiplqU,Davenport University-Lansing Campus
404,ChIJHSO1x7utGYgRFTLYgJsZnGc,Davenport University
405,ChIJ3QXLHbqtGYgR3oPS8A4S4a0,Innovation Central High School - Grand Rapids Public Schools
406,ChIJ6eFJiIyBI4gRmkUTXla3ws8,Mott Community College
407,ChIJ9cDNe-19GYgR69sbtN5IHlU,Muskegon Heights Public School Academy System
408,ChIJ0bB15CTKJIgRGv62hpnZ_j8,Wayne County Community College District
409,ChIJEdRtzkrWJIgRzk2HIfy9fMM,Mary Ellen Stempfle University Center
410,ChIJ_94y-aAyO4gROhqUwt52yjc,DSDT
411,ChIJf1-IM7MhoFMRhQRaGyy3aUU,Agriculture/Forestry Centre
412,ChIJcwuOZb-_IogR8U_1GiKY0dM,Lansing Community College
413,ChIJ__-_B2AcIogRsa3PQ7jPYvw,Mid Michigan Community College
414,ChIJcwuOZb-_IogR8U_1GiKY0dM,Lansing Community College
415,ChIJk3mQIAXoIYgRm_JAFnJ-z98,Mid Michigan College
416,ChIJcwuOZb-_IogR8U_1GiKY0dM,Lansing Community College
417,ChIJnWj2K1HjIYgRUf-RC9KB2Jg,Farwell High School
418,ChIJcwuOZb-_IogR8U_1GiKY0dM,Lansing Community College
419,ChIJk3mQIAXoIYgRm_JAFnJ-z98,Mid Michigan College
420,ChIJcwuOZb-_IogR8U_1GiKY0dM,Lansing Community College
421,ChIJYyu_HcKeOIYRe-O-Cm--_Kg,Shepherd Middle School
422,ChIJcwuOZb-_IogR8U_1GiKY0dM,Lansing Community College
423,ChIJcwuOZb-_IogR8U_1GiKY0dM,Lansing Community College
424,ChIJcwuOZb-_IogR8U_1GiKY0dM,Lansing Community College
425,ChIJcwuOZb-_IogR8U_1GiKY0dM,Lansing Community College
426,ChIJcwuOZb-_IogR8U_1GiKY0dM,Lansing Community College
427,ChIJN2uiXvoUIogRrt81nIjMGlM,Alma Senior High School
428,ChIJbSmGRsXJJIgRZt-M6sI2kyg,Specs @ LTU
429,ChIJ5c_I0Q7bJIgRy-0NnI81e_Q,U.S. Truck Driver Training School
430,ChIJUVqp1IjxF4gRHjQrkawz4b0,Kendall Center
431,ChIJiS9rM8KtGYgRoOf7AqYlF2c,Western Michigan University
432,ChIJJ4VY8uHBIogRh8OytC1_Pvw,Refugee Development Center
433,ChIJeXZRx798GYgRzF3XRDiWiLA,Western Michigan University - Muskegon
434,ChIJb9tYEKDSH4gRlAKhMqfEaDw,Northwestern Michigan College
435,ChIJiS9rM8KtGYgRoOf7AqYlF2c,Western Michigan University
436,ChIJ0Zwj5CLTGIgRkeQ1OYnoEaU,Ferris State University
437,ChIJP0UDPj7fUU0RQCVEBy3riMA,Northern Michigan University
438,ChIJ-ypUdyqdF4gROwBmGMxrDJk,Ascension Borgess Hospital
439,ChIJrScPrtt3F4gRW2PquYYXfME,Western Michigan University
440,ChIJ0bB15CTKJIgRGv62hpnZ_j8,Wayne County Community College District
441,ChIJCXY91NnBIogRRkz_IMXoV38,Cooley Law School
442,ChIJLyKs3sOtGYgRAIu0xBgNDjg,WMU Thomas M. Cooley Law School
443,ChIJP7fVPNLPwogRUaKxfsG4EJc,Thomas M. Cooley Law School
444,ChIJXSO_zXnqIogRkX2fwPry-Ow,Western Michigan University - Lansing
445,ChIJc4ZdF669JIgRNEkN6TmtjMM,D&S School of Cosmetology
446,ChIJ5yGKLV6dF4gRGUDjG8roZhQ,Kalamazoo College
447,ChIJuc8Ei_69TU0RMhsP9MLS4Qk,900 Building
448,ChIJP0UDPj7fUU0RQCVEBy3riMA,Northern Michigan University
449,ChIJP0UDPj7fUU0RQCVEBy3riMA,Northern Michigan University
450,ChIJL4qWeHY5Nk0RU8FM-RSVZSU,Lake Superior State University
451,ChIJP0UDPj7fUU0RQCVEBy3riMA,Northern Michigan University
452,ChIJiwmwSerZJIgRVhqfawMowbY,Macomb Community College
453,ChIJcSOZZArNH4gRJrvGfJ_bPB0,Northwestern Michigan College - Aero Park Campus
454,ChIJiW_JK6oyHogRqgnS72ENNgU,Great Lakes Campus - Northwestern Michigan College
455,ChIJb9tYEKDSH4gRlAKhMqfEaDw,Northwestern Michigan College
456,ChIJjY9ZrTi8TU0R3XLpFFbiD_U,Bay College
457,ChIJnfyfXDCBSk0RDBGp5gAxs_A,Little Traverse Bay Bands of Odawa Indians
458,ChIJYZFvRsMxxFIRDxrhdPoXU9c,University of Mary - Grand Forks Air Force Base Campus
459,ChIJ4wJRIKqxt4kRV9smiHF7ioQ,Central Michigan University in Alexandria
460,ChIJ08xrDThTGIgRb1-4ueewemM,Central Michigan University Grand Rapids Center
461,ChIJ7aQjxrMEIogRHzx5Xh86xMM,Central Michigan University
462,ChIJnWYYhGRiOIgRZv5cJmwYRNQ,Central Michigan University Columbus
463,ChIJLwAAALA0O4gRW66Xw4zplTM,Central Michigan University Dearborn Center
464,ChIJ9Wu6HDAtO4gR7olNyK_3LmI,Central Michigan University
465,ChIJ2Vcum8rv9IgRW8P7kTAdZfE,Lafayette Educational Center
466,ChIJ08xrDThTGIgRb1-4ueewemM,Central Michigan University Grand Rapids Center
467,ChIJ8eQAtpTyGYgR0FWHhQBE_zg,Holland Hospital
468,ChIJUVDfF5rpIogRUVsaP_aT9sU,Central Michigan University East Lansing Center
469,ChIJKZI5O8MyHogRlJAlFWJOWiA,Central Michigan University Traverse City Center
470,ChIJP0UDPj7fUU0RQCVEBy3riMA,Northern Michigan University
471,ChIJe06q4GXf3lIR6pc0twBpE60,Central Michigan University
472,ChIJ7UwU5ZmESk0RXt1DwjWuUjM,North Central Michigan College
473,ChIJaeJILlUUsYkRydcGL7sR0ME,Central Michigan University Richmond Center
474,ChIJaeJILlUUsYkRydcGL7sR0ME,Central Michigan University Richmond Center
475,ChIJuSWtnzIfHIgRxSqsMiby5x8,West Shore Community College
476,ChIJUUJnDb4yMYYRYNpMLqIK8v0,Overton Brooks VA Medical Center
477,ChIJ7aQjxrMEIogRHzx5Xh86xMM,Central Michigan University
478,ChIJm9ErkJzaJIgRSjS0xxIDDaQ,Central Michigan University Warren Center
479,ChIJ5UTAzULCI4gR419bpYHHs-Q,Central Michigan University College of Medicine Education Building
480,ChIJm2Y1VwZ0F4gRGMhJCCtAVGo,Kalamazoo Valley Community College
481,ChIJi_vVwbMS9YgRdE3vevgQg2A,Pope High School
482,ChIJcXADb_fEJIgROteuDVcWZFQ,Central Michigan University Troy Center
483,ChIJo5SGPLe79YgRDp1uD91W2HI,Brookwood High School
484,ChIJH0sUom4d9YgRkxRlPkcekAU,Paul D. West Middle School
485,ChIJZQlNitZ3YIgRCTmO830QTXA,Varnell Elementary School
486,ChIJ9Wu6HDAtO4gR7olNyK_3LmI,Central Michigan University
487,ChIJje3dkfOtJIgRNnt72vSh5tc,Central Michigan University
488,ChIJm9ErkJzaJIgRSjS0xxIDDaQ,Central Michigan University Warren Center
489,ChIJqchYEKqxt4kRb26ug2oZCSo,Embassy Suites by Hilton Alexandria Old Town
490,ChIJHRmizOvyF4gRRT-CpBMiJ6o,Battle Creek Air National Guard Base
491,ChIJQ5OKKhdy3IARytQfz1JcHgI,Carlsbad Senior Center
492,ChIJga6Infkm9YgR00OIjWUup1Y,West Georgia Technical College
493,ChIJw3diIMED9YgRhElfXkkHQJ0,Fort McPherson VA Clinic
494,ChIJXYr9MLHnt4kR6BZfeTrAFps,Fort Meade Education and Resiliency Center at Kuhn Hall
495,ChIJ08xrDThTGIgRb1-4ueewemM,Central Michigan University Grand Rapids Center
496,ChIJ7U402HnqIogRtcre2USEXWY,University Center
497,ChIJDxieTMrSJIgRREjeWb_SfVM,Ecumenical Theological Seminary
498,ChIJp3RjcDk9GIgRnjmpheGtTVk,Kellogg Community College Fehsenfeld Center
499,ChIJx6A0anfxF4gRJvrsP_mj970,Kellogg Community College
500,ChIJx6A0anfxF4gRJvrsP_mj970,Kellogg Community College
501,ChIJcwoH7ZZRPYgRzs2Jc7ilv5A,Kellogg Community College Eastern Academic Center
502,ChIJO6ufxWzXF4gR2z73rxkLyYk,Branch Area Careers Center
503,ChIJ9TNoGyupPIgRvbyZPIqSCZU,Eastern Michigan University
504,ChIJu0-YaUstO4gRPQMZ6zLBOXg,Eastern Mi University Sm Bus
505,ChIJ08xrDThTGIgRb1-4ueewemM,Central Michigan University Grand Rapids Center
506,ChIJQcxfM3EjPYgRqCeVJBzpzvg,Eastern Michigan University - Jackson Campus
507,ChIJV0fA1oWtJIgRhYqUlCGnbu4,Eastern Michigan University
508,ChIJr6Pbr-ZkO4gR38LX2mygGDc,Monroe County Community College
509,ChIJKZI5O8MyHogRQg-5YykELKc,Eastern Michigan University
510,ChIJ9TNoGyupPIgRvbyZPIqSCZU,Eastern Michigan University
511,ChIJQcxfM3EjPYgRqCeVJBzpzvg,Eastern Michigan University - Jackson Campus
512,ChIJ9TNoGyupPIgRvbyZPIqSCZU,Eastern Michigan University
513,ChIJ-w9iNK7kOYgRYH6V3JnjY6o,Ashland Theological Seminary
514,ChIJm3PMxO8sDogRT_BsfzvGs80,Paul Mitchell The School Chicago
515,ChIJh40mM_NNDogRfNwy9C4OmGw,Paul Mitchell The School Lombard
516,ChIJe7tzyOZyPYgR__XfGiJ0CLQ,Hillsdale Beauty College
517,ChIJf0hFsiW4t4kR5at2GsR8rfA,Hillsdale College Kirby Center
518,ChIJTa7ADlIDIogRsGNZz9Dm7Ug,M J Murphy Beauty College of Mt. Pleasant
519,ChIJ8VEmb8B8GYgRDpyVr8GCwxY,Muskegon Community College
520,ChIJY5Fm4GWHGYgRRMjJ3j4NbcI,Muskegon Community College - Grand Haven Satellite Campus
521,ChIJbe-6nX59GYgRV29BN2KTg0I,Muskegon Community College Carolyn I. and Peter Sturrus Technology Center
522,ChIJP-WmCAbdI4gRDHBqkqY4ycc,Saginaw Valley State University
523,ChIJbQnwefzIJIgR6PkikNJZnBQ,Yeshiva Gedolah of Greater Detroit
524,ChIJ_aB5IkzwPIgRl8bre6ALrsE,Adrian College
525,ChIJB6ux9w9FPYgRWj5Ptc84xTk,Albion College
526,ChIJQd4-YuqwJIgRhfdFmWSHbxk,Oakland Community College - Orchard Ridge Campus
527,ChIJiV5OFTejJIgRifJ_6Gy_F-I,Oakland Community College - Highland Lakes Campus
528,ChIJp_YL4D7AJIgRT_elnE4Ruh0,Oakland Community College - Auburn Hills Campus
529,ChIJgWEdtwHFJIgRsX4jtr2Gofo,Carnegie Institute
530,ChIJg4JE8yF7I4gRf5b2ljW2KzQ,Mott Community College
531,ChIJ6fFoAN6PI4gRUbjgc6Gti94,Northern Tier Center-Clio
532,ChIJ6eFJiIyBI4gRmkUTXla3ws8,Mott Community College
533,ChIJg4JE8yF7I4gRf5b2ljW2KzQ,Mott Community College
534,ChIJg4JE8yF7I4gRf5b2ljW2KzQ,Mott Community College
535,ChIJzU12HKGDI4gRfCH6IiKjF9k,Mott Community College Culinary Arts Institute
536,ChIJH09QRtDeJIgRKw0IeLlZSTg,University Center
537,ChIJk8wQu5GyJIgRdruIpXLgLyo,Madonna University
538,ChIJl4U308JFNU0RujUQw1NQ-wU,University Center Gaylord
539,ChIJk8wQu5GyJIgRdruIpXLgLyo,Madonna University
540,ChIJo49qh6_OJIgRueaEzF1csSk,U of D Jesuit High School and Academy
541,ChIJAzQuBJCyJIgRXjm7tHVs7aQ,Ladywood High School
542,ChIJIzhKJHW8JIgRKEB8OD6EQdg,St Mary's Preparatory High School
543,ChIJkb62pKA3O4gRc52uIfOl_Is,Downriver Community Conference
544,ChIJfalPrW81O4gR3kemLQ_Izpw,Henry Ford College
545,ChIJ1aGtv0HPJIgRcVAruueOhqM,Douglas J Aveda Institute
546,ChIJLz40Wz-uPIgRninwiPe_f7c,Douglas J Aveda Institute
547,ChIJY_twRQfAJIgR6ByXrvTc07Q,Baker College of Auburn Hills
548,ChIJBWXYtgkJH4gRIMWp0irjKUs,Baker College of Cadillac
549,ChIJjeBrnT0wPYgRU7wIVJnKhCY,Baker College of Jackson
550,ChIJ3Z87R-t8GYgR-cC1ANXaqtw,Baker College of Muskegon
551,ChIJbSkLutgGI4gR8x4PRMo_-iQ,Baker College
552,ChIJybEZNiScJYgR-zPikhkBQxU,Baker College of Port Huron
553,ChIJBWXYtgkJH4gRIMWp0irjKUs,Baker College of Cadillac
554,ChIJybEZNiScJYgR-zPikhkBQxU,Baker College of Port Huron
555,ChIJybEZNiScJYgR-zPikhkBQxU,Baker College of Port Huron
556,ChIJe12pWHIbJIgRHef6iN5tv2I,Tuscola Technology Center
557,ChIJbSzKDQbXF4gRWCecI93Dvnc,Baker College of Coldwater
558,ChIJi_2Fm-g1O4gR8Dm1pMp50GY,Ford Research Parking
559,ChIJL8Qr_ifPJIgR2MfASj_vQ0U,Baker College of Royal Oak
560,ChIJSx947NAGI4gRDOwnpZvG_iI,Baker College of Owosso Welcome Center
561,ChIJ3Z87R-t8GYgR-cC1ANXaqtw,Baker College of Muskegon
562,ChIJ17RU0PNFNU0RVVz3e0XI_8Q,Otsego Memorial Hospital
563,ChIJDcQhyU7DIogRkOuBpRmU-5A,MSU Baker Hall
564,ChIJybEZNiScJYgR-zPikhkBQxU,Baker College of Port Huron
565,ChIJX7kIbdEGI4gRBWC1Uk2CGS0,The Auto Diesel Institute of Michigan
566,ChIJr-s27F3JJYgR0U3tVJ9jt-s,Sanilac Career Center
567,ChIJjeBrnT0wPYgRU7wIVJnKhCY,Baker College of Jackson
568,ChIJSx947NAGI4gRDOwnpZvG_iI,Baker College of Owosso Welcome Center
569,ChIJSx_ZR5T8IIgRQbmETmR_KSo,Ogemaw Heights High School
570,ChIJMy7lh8rqwokRtz1jJ4y3u3k,Hackley School
571,ChIJ3Z87R-t8GYgR-cC1ANXaqtw,Baker College of Muskegon
572,ChIJbSkLutgGI4gR8x4PRMo_-iQ,Baker College
573,ChIJybEZNiScJYgR-zPikhkBQxU,Baker College of Port Huron
574,ChIJL8Qr_ifPJIgR2MfASj_vQ0U,Baker College of Royal Oak
575,ChIJx4nhSVLQJIgRmQyHwkGQSoQ,FCA Warren Stamping Plant
576,ChIJSx947NAGI4gRDOwnpZvG_iI,Baker College of Owosso Welcome Center
577,ChIJL8Qr_ifPJIgR2MfASj_vQ0U,Baker College of Royal Oak
578,ChIJSx947NAGI4gRDOwnpZvG_iI,Baker College of Owosso Welcome Center
579,ChIJL8Qr_ifPJIgR2MfASj_vQ0U,Baker College of Royal Oak
580,ChIJoemzLDmqx4kRuIB6OyHbIyM,i.g. Burton Chrysler Dodge Jeep Ram of Newark
581,ChIJBWXYtgkJH4gRIMWp0irjKUs,Baker College of Cadillac
582,ChIJK4NGFYDbJIgROf788bnMgeE,Stellantis Sterling Heights Assembly Plant
583,ChIJBWXYtgkJH4gRIMWp0irjKUs,Baker College of Cadillac
584,ChIJcSiqQ3PsSk0RapyiqHg62KU,Charlevoix High School
585,ChIJC8U0UwmeJogRY9MT8Ya4LsY,Baker College of Cass City
586,ChIJybEZNiScJYgR-zPikhkBQxU,Baker College of Port Huron
587,ChIJL8Qr_ifPJIgR2MfASj_vQ0U,Baker College of Royal Oak
588,ChIJL8Qr_ifPJIgR2MfASj_vQ0U,Baker College of Royal Oak
589,ChIJ17YxTZ3cJIgRGfTad_BcG_4,General Dynamics Land Systems
590,ChIJPTdpfmDsMIgRLb-I-OoAObw,Ford Motor Company Cleveland Engine
591,ChIJjUU8DEDX1IkRNsvoz7KKJmk,Unicare Cosmetic Clinic
592,ChIJ3R1RLPWz1okRH0ahLe3oI2o,"General Motors Components Holdings, LLC"
593,ChIJPfthM2g_GYgR8_iBNewzdjA,Newaygo County RESA
594,ChIJoScidvtjJIgRWCrogBBjRFc,Lapeer Center for Innovation
595,ChIJbwBfurLhI4gRMmCo-2YBc9E,Bayshire Beauty Academy
596,ChIJbwBfurLhI4gRMmCo-2YBc9E,Bayshire Beauty Academy
597,ChIJO6ufxWzXF4gR2z73rxkLyYk,Branch Area Careers Center
598,ChIJo8l-lcuuPIgRlHN7bwcx6q8,Concordia University Ann Arbor
599,ChIJswPL9N8OyIkRZl0pL7eJi7k,Concordia Preparatory School
600,ChIJsVwO5WDAJIgR2-y3CCBG7dY,Avondale High School
601,ChIJs4p4u5pPI4gRuteDzKhINzA,Brighton High School
602,ChIJkcBn1jedI4gRE5NmOX-ueBg,Carman-Ainsworth High School
603,ChIJwUH4HFOxJIgRyhIxrpCV9pE,Concordia Lutheran School
604,ChIJZzNIrMPhI4gRqoJVQVavWGA,Faith Lutheran School
605,ChIJo8l-lcuuPIgRlHN7bwcx6q8,Concordia University Ann Arbor
606,ChIJK9Ax6msayUwRi8WlnK9BK18,Concordia University FG building
607,ChIJRe_vBOXGt4kRRS42WIQRNZI,Concordia Lutheran School
608,ChIJLep91Q7gI4gR-SnVqzKKcKQ,John Glenn High School
609,ChIJNeAm_vqjJIgR7rLzu_xtAlo,Walled Lake Northern High
610,ChIJqbLKr4GwJIgRG-n1nSgZKa8,North Farmington High School
